collected_at,sido,hpid,dutyName,MKioskTy1,MKioskTy10,MKioskTy11,MKioskTy12,MKioskTy12Msg,MKioskTy13,MKioskTy14,MKioskTy14Msg,MKioskTy15,MKioskTy15Msg,MKioskTy16,MKioskTy17,MKioskTy18,MKioskTy19,MKioskTy2,MKioskTy20,MKioskTy21,MKioskTy22,MKioskTy23,MKioskTy24,MKioskTy25,MKioskTy26,MKioskTy27,MKioskTy27Msg,MKioskTy28,MKioskTy3,MKioskTy4,MKioskTy5,MKioskTy6,MKioskTy7,MKioskTy8,MKioskTy9,MKioskTy10Msg
2026-09-22 14:58:56,서울특별시,A1100015,연세대학교의과대학강남세브란스병원,Y,정보미제공,Y,정보미제공,.,정보미제공,정보미제공,.,Y,500g,Y,Y,Y,불가능,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,불가능,Y,정보미제공,.,Y,Y,Y,Y,Y,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100010,삼성서울병원,Y,Y,Y,Y,연령제한 없음,정보미제공,Y,생후 1개월 이상,Y,체중 제한 없음,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,연령제한없음,Y,Y,Y,Y,Y,Y,Y,Y,연령제한 없음.
2026-09-22 14:58:56,서울특별시,A1100043,강동경희대학교병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,Y,400g,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,정보미제공,,Y,Y,Y,정보미제공,Y,Y,Y,Y,전 연령 가능
2026-09-22 14:58:56,서울특별시,A1100028,성심의료재단강동성심병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,시술만 가능하며 체중연령 제한없음(수술불가)
2026-09-22 14:58:56,서울특별시,A1100053,한국보훈복지의료공단 중앙보훈병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,24시가능
2026-09-22 14:58:56,서울특별시,A1120796,이화여자대학교의과대학부속서울병원,Y,Y,Y,Y,"1세 이상, 10kg 이상",정보미제공,정보미제공,,Y,체중 최저기준 없음,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,체중 최저기준 없음
2026-09-22 14:58:56,서울특별시,A1100036,부민병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100047,강남고려병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100041,의료법인서울효천의료재단에이치플러스양지병원,Y,정보미제공,Y,정보미제공,만6세이상가능,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100002,건국대학교병원,Y,정보미제공,Y,Y,"진료가능 연령 제한 없음, 모두 가능",Y,정보미제공,,Y,"24주 이상, 500g부터 진료가능",Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,24개월 이상가능,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,4개월부터 진료가능
2026-09-22 14:58:56,서울특별시,A1100051,혜민병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,불가능,정보미제공,정보미제공,불가능,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100026,구로성심병원,정보미제공,Y,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100014,고려대학교의과대학부속구로병원,Y,Y,Y,Y,"0세~, 0kg~",Y,Y,"0세~,0kg~",Y,"0세~, 0kg~",Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,"0세~,0kg~",Y,Y,Y,Y,Y,Y,Y,Y,"0세~,0kg~"
2026-09-22 14:58:56,서울특별시,A1100049,희명병원,Y,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100027,한국원자력의학원원자력병원,정보미제공,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,Y,2Kg 이상,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100016,인제대학교상계백병원,Y,Y,Y,정보미제공,불가능,정보미제공,정보미제공,,Y,300g,불가능,불가능,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,불가능,Y,Y,Y,Y,Y,Y,Y,Y,연령제한없음
2026-09-22 14:58:56,서울특별시,A1100048,노원을지대학교병원,불가능,Y,Y,불가능,연령 제한 없음.,정보미제공,정보미제공,,Y,연령 제한 없음.,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,연령 제한 없음.
2026-09-22 14:58:56,서울특별시,A1100020,의료법인한전의료재단 한일병원,Y,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,정보미제공,"＊진료가능 최저체중: 1,500g 이상",정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,10kg이상의 영유아 (0~8세),Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,만0세 ~ 8세
2026-09-22 14:58:56,서울특별시,A1100001,경희대학교병원,Y,정보미제공,Y,Y,만 5세,Y,정보미제공,,Y,체중상관 없음,Y,Y,Y,정보미제공,Y,불가능,불가능,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,정보미제공,불가능,Y,Y,Y,전 연령
2026-09-22 14:58:56,서울특별시,A1100021,삼육서울병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,Y,정보미제공,정보미제공,.,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,"5세이상, 25kg이상"
2026-09-22 14:58:56,서울특별시,A1100022,서울특별시동부병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100050,서울성심병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100040,서울특별시보라매병원,Y,정보미제공,Y,정보미제공,"0kg~, 0세~",Y,정보미제공,,Y,"0kg~, 0세~",Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100003,중앙대학교병원,Y,Y,Y,Y,"6개월이상 가능, 3kg 이상 가능",Y,정보미제공,,Y,최저체중 제한없음,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,"전연령 가능, 최저체중 제한없음",Y,Y,Y,Y,Y,Y,Y,Y,"전연령 가능, 최저체중 제한없음"
2026-09-22 14:58:56,서울특별시,A1100007,연세대학교의과대학세브란스병원,Y,Y,Y,Y,출생직후 신생아부터 가능,Y,Y,출생직후 신생아부터 가능,Y,2500g 미만 진료가능,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,불가능,Y,Y,Y,Y,출생직후 신생아부터 가능,Y,Y,Y,Y,Y,Y,Y,Y,출생직후부터 18세미만
2026-09-22 14:58:56,서울특별시,A1100025,의료법인동신의료재단동신병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,Y,Y,Y,Y,진료가능 최저연령 : 0세이하,Y,Y,진료가능 최저연령 : 0세이하,Y,진료가능 최저체중 : 300g이상,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,진료가능 최저연령 : 0세이하,Y,Y,Y,Y,Y,Y,Y,Y,진료가능 최저연령 : 0세이하
2026-09-22 14:58:56,서울특별시,A1122033,기쁨병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100013,한양대학교병원,Y,Y,Y,Y,0세이상 정상신생아 3kg이상,정보미제공,정보미제공,,Y,"37주 0일, 2500g 이하 저 출생체중아의 집중치료가 가능한 경우",Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,0세이상 정상신생아 3kg이상
2026-09-22 14:58:56,서울특별시,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),Y,Y,Y,Y,6개월 이상,Y,정보미제공,만 8세 이상,Y,제한없음,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,만 2세 이상,Y,Y,Y,Y,Y,Y,Y,Y,제한없음
2026-09-22 14:58:56,서울특별시,A1100039,경찰병원,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,비관혈적 정복술 불가
2026-09-22 14:58:56,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,Y,Y,Y,Y,최저연령: 신생아(4주),Y,정보미제공,불가능,Y,최저체중: 400g,Y,Y,Y,정보미제공,불가능,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,전연령(시술에 따라 가능 최저연령이 달라질 수 있음),Y,Y,Y,Y,Y,Y,Y,Y,전 연령
2026-09-22 14:58:56,서울특별시,A1100019,홍익병원,Y,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 14:58:56,서울특별시,A1100223,서울특별시서남병원,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,정보미제공,불가능,정보미제공,정보미제공,Y,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100005,이화여자대학교의과대학부속목동병원,Y,정보미제공,Y,정보미제공,0세부터 가능,Y,정보미제공,0세부터 가능,Y,2500g 이하 가능,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,0세부터 가능
2026-09-22 14:58:56,서울특별시,A1100011,가톨릭대학교여의도성모병원,Y,정보미제공,Y,Y,만3세 이상,정보미제공,정보미제공,1,정보미제공,1000g,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,장중첩만 가능,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,1
2026-09-22 14:58:56,서울특별시,A1100024,명지성모병원,Y,정보미제공,정보미제공,정보미제공,.,정보미제공,정보미제공,.,정보미제공,.,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,.,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,.
2026-09-22 14:58:56,서울특별시,A1100038,한림대학교한강성심병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100037,대림성모병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100055,한림대학교강남성심병원,Y,정보미제공,Y,정보미제공,모든연령,Y,정보미제공,,Y,"생후28일 이내의 모든 신생아(제태 주수와, 몸무게 제한 없음)",Y,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,"0세 부터, 15세 미만",Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,"0세 부터, 15세 미만"
2026-09-22 14:58:56,서울특별시,A1100054,성애의료재단성애병원,Y,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,정보미제공,28주이상/1kg이상,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,2세 이상
2026-09-22 14:58:56,서울특별시,A1100045,씨엠병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100004,순천향대학교부속서울병원,Y,정보미제공,Y,Y,1세 이상,정보미제공,정보미제공,1세 이상,Y,"32주 이상, 1500g 이상",Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,1세 이상,Y,Y,Y,Y,Y,Y,Y,Y,"0세~8세/비관혈적 정복술 가능, 외과 수술 불가"
2026-09-22 14:58:56,서울특별시,A1100152,은평연세병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1121013,가톨릭대학교은평성모병원,Y,Y,Y,정보미제공,"0세부터 가능, 평일만가능",Y,정보미제공,"0세부터 가능, 평일만 가능",Y,"37주0일,2500g이하 저출생체중아 평일08:00-18:00가능",Y,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,소아청소년과 진료 상황에 따라 가능,Y,Y,Y,Y,Y,Y,Y,Y,1개월 이상
2026-09-22 14:58:56,서울특별시,A1100023,의료법인청구성심병원,정보미제공,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,
2026-09-22 14:58:56,서울특별시,A1100017,서울대학교병원,Y,Y,Y,Y,출생직후부터,Y,Y,출생직후부터,Y,출생직후부터,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,출생직후부터,Y,Y,Y,Y,Y,Y,Y,Y,출생직후부터
2026-09-22 14:58:56,서울특별시,A1100006,강북삼성병원,Y,Y,Y,Y,"최저연령,체중 제한 없음",Y,정보미제공,,Y,체중제한 없음,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,"최저연령,체중 제한 없음(정복술가능))"
2026-09-22 14:58:56,서울특별시,A1100029,서울적십자병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100032,세란병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100052,국립중앙의료원,Y,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,Y,Y,Y,정보미제공,Y,정보미제공,만7세부터 가능 / 영상의학적 중재술(불가)이 실패한 경우 24시간 수술은 가능
2026-09-22 14:58:56,서울특별시,A1100075,의료법인풍산의료재단동부제일병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 14:58:56,서울특별시,A1100044,녹색병원,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,외래시간만 가능함
2026-09-22 14:58:56,서울특별시,A1100035,서울특별시서울의료원,Y,Y,Y,Y,"소화기내과, 단순이물질 제거대상, 5kg 이상가능",Y,정보미제공,,Y,"재태연령 35주 이상,2000g이상 가능",Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,정보미제공,Y,정보미제공,,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,"유아 영상의학과 도수정복만 가능(수술불가능),3개월에서 3세까지가능"
2026-09-22 15:28:58,서울특별시,A1100015,연세대학교의과대학강남세브란스병원,Y,정보미제공,Y,정보미제공,.,정보미제공,정보미제공,.,Y,500g,Y,Y,Y,불가능,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,불가능,Y,정보미제공,.,Y,Y,Y,Y,Y,Y,Y,Y,
2026-09-22 15:28:58,서울특별시,A1100010,삼성서울병원,Y,Y,Y,Y,연령제한 없음,정보미제공,Y,생후 1개월 이상,Y,체중 제한 없음,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,연령제한없음,Y,Y,Y,Y,Y,Y,Y,Y,연령제한 없음.
2026-09-22 15:28:58,서울특별시,A1100043,강동경희대학교병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,Y,400g,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,정보미제공,,Y,Y,Y,정보미제공,Y,Y,Y,Y,전 연령 가능
2026-09-22 15:28:58,서울특별시,A1100028,성심의료재단강동성심병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,시술만 가능하며 체중연령 제한없음(수술불가)
2026-09-22 15:28:58,서울특별시,A1100053,한국보훈복지의료공단 중앙보훈병원,Y,정보미제공,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,24시가능
2026-09-22 15:28:58,서울특별시,A1120796,이화여자대학교의과대학부속서울병원,Y,Y,Y,Y,"1세 이상, 10kg 이상",정보미제공,정보미제공,,Y,체중 최저기준 없음,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,Y,Y,Y,Y,Y,Y,Y,체중 최저기준 없음
2026-09-22 15:28:58,서울특별시,A1100036,부민병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 15:28:58,서울특별시,A1100047,강남고려병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,
2026-09-22 15:28:58,서울특별시,A1100041,의료법인서울효천의료재단에이치플러스양지병원,Y,정보미제공,Y,정보미제공,만6세이상가능,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 15:28:58,서울특별시,A1100002,건국대학교병원,Y,정보미제공,Y,Y,"진료가능 연령 제한 없음, 모두 가능",Y,정보미제공,,Y,"24주 이상, 500g부터 진료가능",Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,24개월 이상가능,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,4개월부터 진료가능
2026-09-22 15:28:58,서울특별시,A1100051,혜민병원,정보미제공,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,불가능,정보미제공,정보미제공,불가능,정보미제공,정보미제공,
2026-09-22 15:28:58,서울특별시,A1100026,구로성심병원,정보미제공,Y,Y,정보미제공,,Y,정보미제공,,정보미제공,,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 15:28:58,서울특별시,A1100014,고려대학교의과대학부속구로병원,Y,Y,Y,Y,"0세~, 0kg~",Y,Y,"0세~,0kg~",Y,"0세~, 0kg~",Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,"0세~,0kg~",Y,Y,Y,Y,Y,Y,Y,Y,"0세~,0kg~"
2026-09-22 15:28:58,서울특별시,A1100049,희명병원,Y,정보미제공,정보미제공,정보미제공,,정보미제공,정보미제공,,정보미제공,,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 15:28:58,서울특별시,A1100027,한국원자력의학원원자력병원,정보미제공,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,Y,2Kg 이상,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,
2026-09-22 15:28:58,서울특별시,A1100016,인제대학교상계백병원,Y,Y,Y,정보미제공,불가능,정보미제공,정보미제공,,Y,300g,불가능,불가능,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,Y,정보미제공,불가능,Y,Y,Y,Y,Y,Y,Y,Y,연령제한없음
2026-09-22 15:28:58,서울특별시,A1100048,노원을지대학교병원,불가능,Y,Y,불가능,연령 제한 없음.,정보미제공,정보미제공,,Y,연령 제한 없음.,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,연령 제한 없음.
2026-09-22 15:28:58,서울특별시,A1100020,의료법인한전의료재단 한일병원,Y,정보미제공,Y,정보미제공,,정보미제공,정보미제공,,정보미제공,"＊진료가능 최저체중: 1,500g 이상",정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,10kg이상의 영유아 (0~8세),Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,만0세 ~ 8세
2026-09-22 15:28:58,서울특별시,A1100001,경희대학교병원,Y,정보미제공,Y,Y,만 5세,Y,정보미제공,,Y,체중상관 없음,Y,Y,Y,정보미제공,Y,불가능,불가능,Y,Y,Y,Y,Y,정보미제공,,Y,Y,Y,정보미제공,불가능,Y,Y,Y,전 연령
